EventName,Date,Time,Location,Participants,Details,DocID
Faces of Carnival Photo Mosaic,2/5/24 – 4/15/24,8:00 AM-9:00 PM ET,,Open to entire CMU community,Submit your photo by April 16 to be included in the Faces of Carnival. Look for your image — along with hundreds of others from the worldwide CMU community — when we share the mosaic on social media and in email after Spring Carnival 2024.,Events_data/Documents/Feb-5_Eventno_1_FacesofCarnivalPhotoMosaic.txt
