EventName,Date,Time,Location,Participants,Details,DocID
Booth Build & Midway Cam,4/5/24 – 4/14/24,5:00 PM-12:00 PM ET,Livestream,Virtual Event: Open to All,"Follow all of the action via livestream starting with Move On on April 5, followed by Build Week and finally the completed Booths beginning on April 11 through April 14.  Note: Add event during registration for calendar hold. Link will be added prior to Build Week.",Events_data/Documents/Apr-5_Eventno_1_BoothBuildMidwayCam.txt
