Fall 1,Fall 2,Spring,Summer
Machine LearningAlgorithms for NLPSpeech Recognition and UnderstandingDirected Study,Applied Machine LearningCompetitive EngineeringDesign and Implementation of Speech Recognition SystemsDirected StudyMIIS Capstone Planning Seminar,Internship,Conversational InterfacesMIIS Capstone Project
