Fall 1,Spring,Summer
Search EnginesAnalysis of Social MediaDesign and Engineering of Intelligent SystemsDirected Study,Machine LearningNatural Language ProcessingQuestion AnsweringDirected StudyMIIS Capstone Planning Seminar,Academic Research Practices and Scientific CommunitiesMIIS Capstone Project
