Fall 1,Fall 2,Spring,Summer
Machine LearningSearch EnginesDesign and Engineering of Intelligent Systems\ Directed Study,Language and StatisticsNatural Language ProcessingQuestion AnsweringDirected StudyMIIS Capstone Planning Seminar,Internship,Machine Learning for Text MiningMIIS Capstone Project
