Fall 1,Fall 2,Spring 1,Spring 2,Summer
Natural Language ProcessingAlgorithms for NLPIntro to ML (MLD)MIIS Directed Study,Question AnsweringIntro to Deep LearningMIIS Capstone Planning SeminarMIIS Directed Study,Internship,MIIS Capstone ProjectLanguage and Statistics,Comp Semantics for NLPML for Signal ProcessingElective
