,Fall,Spring,Summer
Year 1,Data Science SeminarMachine LearningMachine Learning for Text MiningAdvanced Machine LearningDesign and Engineering of Intelligent Information SystemsBig Data Analytics,Data Science SeminarCapstone Planning SeminarMachine Learning with Big Data SetsCloud ComputingInformation Systems ProjectSearch EnginesMultimedia Databases and Data MiningLarge Scale Multimedia Analysis,Summer Internship
Year 2 Data Science Analytics Capstone,,,
